"","Player","Tm","Yr","W","PTS","TRB","AST","PC1a","maxW","PC1b","PC1n"
"1538","Carl Herrera","HOU",1994,15,4.7,2.8,0.2,62.4782524117827,15,4.16521682745218,0.258445898763527
"1539","Kawhi Leonard","SAS",2012,10,8.6,5.9,0.6,66.6421600228803,16,4.16513500143002,0.2584408215729
"1540","Kyle Korver","CLE",2018,12,8.3,2.4,0.9,66.5238003811697,16,4.15773752382311,0.257981818397818
"1541","Lou Hudson","ATL",1969,5,22,5.4,2.9,49.8880339453429,12,4.15733616211191,0.257956914463047
"1542","Caldwell Jones","PHI",1979,5,12.7,13.4,2.3,49.8178523062516,12,4.15148769218763,0.257594025055703
"1543","Julius Erving*","PHI",1986,6,17.7,5.8,4.2,62.192736731355,15,4.146182448757,0.257264842095155
"1544","Felton Spencer","UTA",1994,8,7.9,8.4,0.4,62.1311634529354,15,4.14207756352902,0.25701013968805
"1545","Greg Ballard","WSB",1978,14,3.9,4.2,0.9,57.9814906025149,14,4.14153504303678,0.256976477047658
"1546","Isaiah Rider","POR",1999,7,16.5,3.8,2.4,62.1063064617098,15,4.14042043078065,0.256907316910685
"1547","Gail Goodrich*","LAL",1966,7,10.5,3.8,3,45.5440147377186,11,4.14036497615623,0.256903876028531
"1548","Ray Allen*","BOS",2009,7,18.3,3.9,2.6,66.2228294174714,16,4.13892683859197,0.25681464159711
"1549","Baron Davis","CHH",2001,6,17.8,4.4,5.8,62.067856973033,15,4.13785713153553,0.256748267765191
"1550","Dolph Schayes*","SYR",1951,4,20.4,14.6,2.9,37.2392549469004,9,4.13769499410004,0.256738207363302
"1551","Allen Leavell","HOU",1981,12,4.4,1,2.6,49.6234144889356,12,4.13528454074463,0.256588642092231
"1552","Marco Belinelli","SAS",2014,16,5.4,2.3,0.8,66.1613401393178,16,4.13508375870736,0.256576183846664
"1553","Tiny Archibald*","BOS",1982,7,10.6,2.1,6.5,49.5909462590175,12,4.13257885491813,0.256420758057817
"1554","Luke Jackson","PHI",1968,7,11.4,8.8,1.2,49.5619144595921,12,4.13015953829934,0.256270642833607
"1555","Glen Davis","BOS",2009,7,15.8,5.6,1.8,66.0795608631237,16,4.12997255394523,0.256259040715049
"1556","Red Holzman*","ROC",1951,9,6.1,1.4,1.4,37.1637860644195,9,4.12930956271328,0.256217903033168
"1557","Richard Jefferson","NJN",2002,11,7,4.6,1.3,61.9264759501814,15,4.12843173001209,0.256163434737561
"1558","Scott Wedman","BOS",1984,15,5.2,2.8,1,61.9109726893939,15,4.12739817929293,0.256099304355975
"1559","Larry Wright","WSB",1979,9,8.4,1.4,2.4,49.5279279440761,12,4.12732732867301,0.25609490817376
"1560","Pep Saul","MNL",1954,9,4.7,2.1,1.1,37.1409568989537,9,4.12677298877263,0.256060512155567
"1561","Anthony Roberts","DEN",1978,6,16.3,8.3,2.3,57.7742217321652,14,4.12673012372608,0.256057852439173
"1562","Greg Ostertag","UTA",1998,13,3.4,4.3,0.3,61.8830475781381,15,4.12553650520921,0.255983790073838
"1563","Steve Kuberski","BOS",1976,12,5.4,2.8,0.9,49.4982566760938,12,4.12485472300782,0.255941486438493
"1564","Aaron Williams","NJN",2002,11,6.5,3.5,0.8,61.7823335008679,15,4.11882223339119,0.255567178865722
"1565","Med Park","STL",1958,8,4.7,2.4,1.2,32.9439348653443,8,4.11799185816804,0.255515655240483
"1566","Jumaine Jones","PHI",2001,12,5.5,3.7,0.7,61.7248709440015,15,4.11499139626677,0.255329480761481
"1567","Tim Duncan","SAS",2002,4,27.6,14.4,5,61.7034599450114,15,4.11356399633409,0.255240912585134
"1568","Deron Williams","UTA",2008,6,21.6,3.6,10,65.8060907067335,16,4.11288066917085,0.25519851308706
"1569","Junior Bridgeman","MIL",1984,8,14.4,4,2.8,61.5823915286649,15,4.10549276857766,0.254740104152332
"1570","Paul Pressey","MIL",1987,6,14.3,5.2,8.6,61.5496893500403,15,4.10331262333602,0.254604829178723
"1571","James Jones","MIA",2011,14,6.5,2.5,0.2,65.6243181384008,16,4.10151988365005,0.254493592179886
"1572","Dick McGuire*","NYK",1953,6,7.5,5.7,6.4,36.9089138083492,9,4.10099042314991,0.254460739893802
"1573","Jeff Hornacek","PHO",1989,7,14.1,5.8,5.2,61.4962259032594,15,4.09974839355063,0.254383673688278
"1574","Leroy Ellis","LAL",1966,7,9.8,9.5,0.6,45.0881600462693,11,4.09892364056994,0.254332498915347
"1575","Adrian Griffin","DAL",2006,14,3.6,3.6,1.2,65.5400652481635,16,4.09625407801022,0.254166856279289
"1576","DeShawn Stevenson","DAL",2011,16,4.5,0.9,0.6,65.3903795128042,16,4.08689871955026,0.253586369326124
"1577","Xavier McDaniel","NYK",1992,6,18.8,7.2,1.9,61.2994609700131,15,4.0866307313342,0.253569741030833
"1578","Allen Iverson*","PHI",2000,5,26.2,4,4.5,61.2875214137438,15,4.08583476091626,0.253520352175804
"1579","Tony Battie","BOS",2002,9,6.1,7.6,0.8,61.2778278734078,15,4.08518852489385,0.253480254131323
"1580","Kobe Bryant","LAL",2012,5,30,4.8,4.3,65.3589987599649,16,4.08493742249781,0.253464673577629
"1581","Dick Farley","SYR",1955,7,4.7,1.2,1.8,28.5929574182217,7,4.0847082026031,0.253450450802643
"1582","Greg Ballard","WSB",1979,9,7.2,4.8,0.9,49.0052969692564,12,4.08377474743803,0.253392531210678
"1583","Jamal Mashburn","MIA",1997,8,10.5,4.9,2.1,61.2456848321,15,4.08304565547333,0.25334729207046
"1584","LaMarcus Aldridge","POR",2014,5,26.2,10.6,1.5,65.3098377727921,16,4.0818648607995,0.253274025406712
"1585","Guy Rodgers*","PHW",1960,4,13.1,8.6,6,32.6379061974113,8,4.07973827467641,0.253142073701759
"1586","Eric Williams","BOS",2002,9,7.8,4.4,1.3,61.1802903557146,15,4.07868602371431,0.253076782996163
"1587","Lucious Harris","NJN",2002,11,8.9,2.7,0.9,61.1212056583958,15,4.07474704389306,0.25283237478831
"1588","Sidney Moncrief*","MIL",1987,6,19.4,4.5,3,61.119041339487,15,4.0746027559658,0.252823421923529
"1589","Bill Bridges","STL",1967,5,15.7,18.8,2.4,44.8203437428714,11,4.0745767038974,0.252821805428996
"1590","Steve Kerr","CHI",1997,15,5,0.9,1.1,61.0796860641098,15,4.07197907094065,0.252660625924549
"1591","George McGinnis*","PHI",1978,6,14.7,7.8,3,56.9868072149121,14,4.07048622963658,0.252567997202317
"1592","Paul Silas","BOS",1973,7,9.6,15.1,3,48.8229767659331,12,4.06858139716109,0.252449805002123
"1593","Jrue Holiday","PHI",2012,7,15.8,4.7,5.2,65.0733249412592,16,4.0670828088287,0.252356819684795
"1594","Lamar Odom","MIA",2004,6,16.8,8.3,2.8,65.0238665292776,16,4.06399165807985,0.252165018089201
"1595","Dwight Howard","ORL",2008,5,18.9,15.8,0.9,65.0197036752854,16,4.06373147970534,0.252148874383693
"1596","Paul Silas","BOS",1975,6,9.1,11.8,3.6,48.7354636454545,12,4.06128863712121,0.251997299406124
"1597","Nick Anderson","ORL",1996,7,14.2,5,1.9,60.8682444996623,15,4.05788296664416,0.251785982299765
"1598","Chris Childs","NYK",1999,12,4.7,2.4,3.7,60.8235918300739,15,4.05490612200493,0.251601273238956
"1599","Marcus Smart","BOS",2017,9,8.6,4.7,4.7,64.8571316385234,16,4.05357072740771,0.25151841386544
"1600","Jason Kidd*","NJN",2007,6,14.6,10.9,10.9,64.814294685644,16,4.05089341785275,0.251352290539125
"1601","John Wall","WAS",2015,6,17.4,4.7,11.9,64.7900174518695,16,4.04937609074185,0.251258142506707
"1602","Matt Maloney","HOU",1997,9,11.2,1.2,3.1,60.7320529943985,15,4.0488035329599,0.251222616094355
"1603","Earl Lloyd*","SYR",1956,5,8.1,5.4,0.9,28.3288188195983,7,4.04697411708548,0.251109103389143
"1604","John Paxson","CHI",1993,15,4.9,1,1.7,60.6385839962571,15,4.04257226641714,0.250835974690368
"1605","Hassan Whiteside","MIA",2016,7,12,10.9,0.3,64.6336301491575,16,4.03960188432235,0.250651666621433
"1606","Sam Jones*","BOS",1967,4,26.7,5.1,3.1,44.4346493140654,11,4.03951357400594,0.250646187089385
"1607","Lew Hitch","MNL",1953,9,4.1,5.3,0.9,36.3256064508023,9,4.03617849453358,0.250439250056479
"1608","Eddie Johnson","PHO",1990,9,12.3,3.6,1.1,60.5363147618018,15,4.03575431745346,0.250412930459865
"1609","Tony Allen","MEM",2013,8,10.3,6.1,1.8,64.5524574392939,16,4.03452858995587,0.25033687577703
"1610","Clifford Robinson","POR",1991,9,10.3,3.9,1.1,60.5056947853418,15,4.03371298568945,0.250286268669069
"1611","Carlos Boozer","UTA",2008,6,16,12.3,2.8,64.4989869076156,16,4.03118668172598,0.250129515029237
"1612","Tom Gola*","PHW",1960,4,12.6,10.6,5.6,32.2411186100089,8,4.03013982625111,0.250064559106104
"1613","Mike Conley","MEM",2011,7,15.2,3.8,6.4,64.4694488508089,16,4.02934055317556,0.250014965325773
"1614","Ervin Johnson","SEA",1996,13,3.1,3.9,0.4,60.4049777849273,15,4.02699851899515,0.249869645369151
"1615","John Tresvant","BAL",1971,8,8.3,7.4,1.1,48.3137829311984,12,4.02614857759986,0.249816907690201
"1616","Willie Jones","DET",1962,5,11,2.6,3.4,32.1936047524319,8,4.02420059405399,0.249696038026233
"1617","Aron Baynes","BOS",2018,11,6,6.2,1,64.3135015556117,16,4.01959384722573,0.249410195806313
"1618","Bob McAdoo*","BUF",1975,3,37.4,13.4,1.4,48.2338511730173,12,4.01948759775144,0.249403603174522
"1619","Doug Christie","SAC",2004,7,13.8,6.2,3.9,64.2945468895242,16,4.01840918059527,0.249336688893053
"1620","Jim Chones","CLE",1976,6,15,7.1,0.9,48.2148953743027,12,4.01790794785855,0.249305588100346
"1621","Jeff Green","CLE",2018,12,7.7,2.4,1.5,64.226653072212,16,4.01416581701325,0.249073394097088
"1622","Clemon Johnson","PHI",1983,12,4.2,3.6,0.6,48.1601524490561,12,4.01334603742134,0.249022527915999
"1623","Paul Westphal*","BOS",1974,12,5.7,1.2,1.7,48.1506212836426,12,4.01255177363688,0.248973244955199
"1624","P.J. Brown","MIA",1997,8,8.1,8.6,0.7,60.1748998955938,15,4.01165999303959,0.24891791121208
"1625","Hubert Davis","NYK",1994,14,5.3,0.9,1.1,60.1600147306442,15,4.01066764870961,0.24885633762951
"1626","John Barnhill","STL",1963,6,7,2.5,3.3,32.0499235160359,8,4.00624043950449,0.248581635468871
"1627","Rodney Rogers","BOS",2002,9,8.9,5.5,2.1,60.0388223456958,15,4.00258815637972,0.248355016391445
"1628","Slater Martin*","MNL",1950,11,4.7,0,2.1,44.0283487361663,11,4.0025771578333,0.248354333946968
"1629","Kevin Willis","ATL",1988,6,16.2,9,0.9,59.9917021579619,15,3.99944681053079,0.248160100259851
"1630","LaMarcus Aldridge","SAS",2016,6,21.9,8.3,1,63.9774053741919,16,3.99858783588699,0.248106802080422
"1631","Derrick Rose","CHI",2015,6,20.3,4.8,6.5,63.974146571947,16,3.99838416074669,0.248094164321844
"1632","Mike Green","SAS",1979,7,7.9,5.2,0.8,47.962454871502,12,3.99687123929183,0.248000289654244
"1633","Mike Sanders","CLE",1992,9,7.6,3.2,2.2,59.927491852072,15,3.99516612347147,0.24789448959414
"1634","Shannon Brown","LAL",2010,16,4.9,1.3,0.9,63.9144950101338,16,3.99465593813336,0.247862833304995
"1635","Goran Dragic","MIA",2016,7,16.5,4.9,3.9,63.8736967682527,16,3.9921060480158,0.247704616177176
"1636","Steve Mix","PHI",1977,10,7.8,3.4,2.3,55.8838384289929,14,3.99170274492807,0.247679591782696
"1637","Darryl Dawkins","PHI",1977,10,7.3,5.4,0.9,55.8344137552645,14,3.98817241109032,0.247460539488559
"1638","David West","GSW",2018,16,3.3,2.1,1.8,63.7329051984445,16,3.98330657490278,0.247158621135009
"1639","Paul Neumann","SFW",1967,9,6.2,1.1,2.3,43.7927347349404,11,3.9811577031764,0.247025286639433
"1640","Dirk Nowitzki","DAL",2009,5,26.8,10.1,3.1,63.6383994971858,16,3.97739996857411,0.246792124444802
"1641","Doc Rivers","ATL",1988,6,15.7,4.9,9.6,59.6578340342453,15,3.97718893561635,0.246779030143906
"1642","Antonio Davis","IND",1999,9,7.9,7.1,0.6,59.6542694016407,15,3.97695129344271,0.246764284778251
"1643","Wayne Embry*","CIN",1964,4,13.4,12.4,2.1,31.8051040638389,8,3.97563800797986,0.246682797245708
"1644","Al Attles*","PHW",1962,6,6.1,4.6,2.3,31.7976251807659,8,3.97470314759574,0.246624790461859
"1645","Chris Paul","HOU",2019,6,17,6.4,5.5,63.5877814720455,16,3.97423634200285,0.246595825825442
"1646","Leroy Ellis","LAL",1963,6,6.2,6.5,1,31.7848722968112,8,3.97310903710139,0.246525878127518
"1647","Lionel Hollins","PHI",1982,12,4.3,1.1,3.1,47.6700570957443,12,3.97250475797869,0.246488383450184
"1648","Alex English*","DEN",1986,5,27.3,3.5,5.2,59.4817870506496,15,3.9654524700433,0.246050798813104
"1649","Jim Cleamons","CLE",1976,6,13.8,5.5,4.7,47.5528459458252,12,3.9627371621521,0.245882317742986
"1650","Eddie Johnson","SEA",1993,10,10.8,2.4,0.9,59.4072060655372,15,3.96048040436915,0.245742289067969
"1651","Darryl Dawkins","PHI",1979,5,16,9.1,1.3,47.5017675624014,12,3.95848063020012,0.245618205868018
"1652","Karl Malone*","UTA",1991,4,29.7,13.3,3.2,59.3682440932106,15,3.95788293954737,0.245581119996062
"1653","Freddie Crawford","LAL",1968,10,6.1,2.3,1.1,47.4850997747016,12,3.9570916478918,0.245532021451717
"1654","Paul Millsap","DEN",2019,7,14.6,6.7,0.8,63.3118918924269,16,3.95699324327668,0.245525915582503
"1655","Joel Embiid","PHI",2018,5,21.4,12.6,3,63.3100389319471,16,3.9568774332467,0.245518729731556
"1656","Dwyane Wade","MIA",2004,6,18,4,5.6,63.2292860592295,16,3.95183037870184,0.245205567031512
"1657","Danny Ainge","BOS",1984,15,4.8,0.8,2,59.2349530814219,15,3.94899687209479,0.245029751895819
"1658","Joel Kramer","PHO",1979,9,6,3.8,1.3,47.3760699658215,12,3.94800583048512,0.244968259145229
"1659","Oscar Robertson*","MIL",1972,6,13.1,5.8,7.5,47.3750581013326,12,3.94792150844438,0.244963027080127
"1660","Alvan Adams","PHO",1984,9,8.4,5.1,2.5,59.1882734944682,15,3.94588489963121,0.244836658341846
"1661","Jordan Farmar","LAL",2009,16,4.7,1.4,1.7,63.1056408945471,16,3.94410255590919,0.244726066398083
"1662","Baron Davis","GSW",2007,5,25.3,4.5,6.5,63.0745883526524,16,3.94216177204078,0.244605643464066
"1663","Scott Burrell","CHI",1998,15,3.8,2,0.5,59.0777107680041,15,3.93851405120027,0.24437930747002
"1664","Jermaine O'Neal","IND",2005,6,16,8,2.2,63.0069143045693,16,3.93793214403558,0.244343200941499
"1665","George Yardley*","DET",1958,3,23.4,10.3,2.4,31.472076907308,8,3.9340096134135,0.244099813383528
"1666","Lloyd Neal","POR",1977,14,4.1,3.7,0.9,55.0557140137183,14,3.93255100097988,0.244009308515001
"1667","Boris Diaw","SAS",2013,15,4.1,2.5,1.8,62.861331932537,16,3.92883324578356,0.243778626986788
"1668","Luis Scola","HOU",2009,7,14.4,8.4,1.8,62.7874523395281,16,3.9242157712205,0.243492119125876
"1669","Horace Grant","CHI",1994,6,16.2,7.4,2.6,58.8360172565651,15,3.92240115043767,0.243379524435477
"1670","Paul Arizin*","PHW",1958,3,23.5,7.8,2,31.3702025996884,8,3.92127532496105,0.243309668533801
"1671","Mark Landsberger","LAL",1980,12,3.4,4.3,0.1,47.0539539848488,12,3.92116283207073,0.243302688506747
"1672","Derek Fisher","LAL",2000,15,4.7,1,2,58.7818520963435,15,3.91879013975624,0.243155466255634
"1673","Rudy Tomjanovich","HOU",1977,6,20.3,5.4,2,54.8490577822055,14,3.9177898415861,0.243093399148369
"1674","Stacey King","CHI",1993,15,4.1,2.1,0.7,58.7639098312804,15,3.91759398875202,0.24308124675299
"1675","Ed Macauley*","BOS",1955,3,18.1,7.4,4.6,27.4047362801485,7,3.9149623257355,0.242917955730764
"1676","Gene Wiley","LAL",1965,5,7,14.4,2.1,31.3075933002688,8,3.9134491625336,0.242824066063096
"1677","Metta World Peace","HOU",2009,7,15.6,4.3,4.2,62.6073956933337,16,3.91296223083335,0.24279385262977
"1678","Nate McMillan","SEA",1993,10,4.8,3.5,5.4,58.5830626373079,15,3.90553750915386,0.242333158997958
"1679","Adrian Smith","CIN",1963,6,8.1,1.3,2.3,31.1901067749507,8,3.89876334686884,0.241912831669838
"1680","Mark Aguirre","DAL",1986,5,24.7,7.1,5.4,58.4101014895292,15,3.89400676596861,0.241617692454588
"1681","Boo Ellis","MNL",1959,6,6.8,7.2,1.2,31.1305048525978,8,3.89131310657473,0.241450554643555
"1682","Steve Nash*","PHO",2007,6,18.9,3.2,13.3,62.1793470331545,16,3.88620918957216,0.241133863707264
"1683","Antonio Davis","IND",1995,10,5.9,5.7,0.4,58.2914508325797,15,3.88609672217198,0.241126885261837
"1684","Dion Waiters","OKC",2016,11,8.4,2.6,2.3,62.1698448671317,16,3.88561530419573,0.2410970139474
"1685","Doug Collins","PHI",1978,6,20.4,3.1,2.7,54.3985816885765,14,3.88561297775546,0.241096869595024
"1686","Mel Counts","BOS",1966,11,4.3,4,0.3,42.7281436269844,11,3.88437669336222,0.241020159871526
"1687","Voshon Lenard","MIA",1997,8,11.4,2.9,2.1,58.2651702386038,15,3.88434468257359,0.241018173646708
"1688","Jordan Farmar","LAL",2010,16,4.6,1.2,1.4,62.129097625543,16,3.88306860159644,0.240938994600647
"1689","Wally Walker","SEA",1978,13,4.7,1.9,0.6,54.3514865082848,14,3.88224903630606,0.240888141716669
"1690","Med Park","STL",1957,8,4.4,3.3,1.2,31.044711528508,8,3.88058894106349,0.24078513512067
"1691","Charles Oakley","NYK",1995,6,13.1,8.5,3.7,58.192945288807,15,3.87952968592047,0.240719409815409
"1692","Daniel Gibson","CLE",2007,12,8.3,1.6,1.1,62.0292995281119,16,3.87683122050699,0.24055197379756
"1693","Marreese Speights","GSW",2016,15,5.6,2,0.5,62.0084274722635,16,3.87552671701647,0.240471031174159
"1694","Monk Meineke","FTW",1955,6,5.4,4.4,0.8,27.1132656821588,7,3.87332366887983,0.240334335107836
"1695","Shawn Marion","PHO",2007,6,16.9,10.4,1.2,61.9169319271153,16,3.8698082454447,0.2401162079834
"1696","Kyle Korver","ATL",2015,8,11.1,5,2.4,61.9123489906732,16,3.86952181191707,0.240098435182235
"1697","Nikola Mirotic","MIL",2019,10,9.5,4.3,0.7,61.8928230311794,16,3.86830143944871,0.240022712771499
"1698","Shannon Brown","LAL",2009,16,4.9,1.2,0.6,61.8432566907511,16,3.86520354317194,0.239830492625299
"1699","Bob Ferry","DET",1962,5,11.1,4.6,1.4,30.917992331468,8,3.8647490414335,0.239802291425903
"1700","Leandro Barbosa","GSW",2016,15,5.6,1.2,0.7,61.8212450707278,16,3.86382781692048,0.239745130728851
"1701","Craig Hodges","MIL",1986,7,13.5,1.8,4.5,57.9330196591468,15,3.86220131060979,0.239644208279258
"1702","Bradley Beal","WAS",2014,6,19.2,5,4.5,61.789955063573,16,3.86187219147331,0.239623786895558
"1703","Bill Bradley*","NYK",1971,7,10.5,3.4,3.6,46.3366708679348,12,3.86138923899457,0.23959382036738
"1704","Arvydas Sabonis*","POR",1999,7,10,8.8,2.2,57.9141968591884,15,3.86094645727923,0.239566346379081
"1705","Calvin Murphy*","HOU",1977,6,19.3,1.6,6.3,54.0389483687082,14,3.85992488347916,0.239502959148632
"1706","Jim Brewer","CLE",1976,6,8.8,10.8,2.8,46.3011248693988,12,3.8584270724499,0.23941002206188
"1707","Jim Krebs","MNL",1959,6,7.2,5.9,0.4,30.8618640164101,8,3.85773300205127,0.239366955961023
"1708","Steve Kerr","CHI",1998,15,4.9,0.8,1.7,57.8522683970547,15,3.85681789313698,0.239310174728349
"1709","Dave Cowens*","BOS",1977,5,16.6,14.9,4,53.9776563439244,14,3.85554688170888,0.239231310240741
"1710","Ben Gordon","CHI",2007,6,20.4,3.8,3.8,61.6780011339696,16,3.8548750708731,0.239189625314734
"1711","Bill Cartwright","NYK",1984,6,17.4,8.3,0.4,57.6692099232407,15,3.84461399488272,0.238552939851174
"1712","Chris Andersen","DEN",2009,10,6.5,6.3,0.6,61.4538213877745,16,3.84086383673591,0.238320247765046
"1713","Patrick McCaw","GSW",2017,16,4.1,2.2,1.1,61.4502750913844,16,3.84064219321152,0.238306495093279
"1714","Channing Frye","PHO",2010,10,8.2,5.6,0.9,61.438697565941,16,3.83991859787131,0.238261597010949
"1715","Russell Westbrook","OKC",2013,5,24,6.5,7,61.3965078340419,16,3.83728173962762,0.238097983632118
"1716","Josh Smith","ATL",2011,6,15.1,8.5,2.9,61.3770568140303,16,3.8360660508769,0.238022551839534
"1717","Derek Fisher","OKC",2012,13,6.3,1.6,1.3,61.3399854561357,16,3.83374909100848,0.237878787709022
"1718","Jamal Mashburn","MIA",2000,6,17.5,4.6,3.2,57.4836434470344,15,3.83224289646896,0.237785330437143
"1719","Dick Barnett","SYR",1961,4,15.5,4.5,1.5,30.6281511417745,8,3.82851889272182,0.23755426119506
"1720","Dan Issel*","DEN",1985,8,12.4,3.6,1.8,57.3622425817311,15,3.82414950544874,0.237283146804713
"1721","Bill Calhoun","ROC",1951,9,4.4,2.9,1.4,34.4139411026296,9,3.82377123362551,0.237259675565308
"1722","Mark Olberding","SAS",1979,7,7.9,4.9,2.4,45.8811268829562,12,3.82342724024635,0.237238331255581
"1723","Bob Cousy*","BOS",1953,3,25.5,4.2,6.2,34.401700380262,9,3.82241115336245,0.237175284480633
"1724","Boris Diaw","SAS",2012,10,6.2,5.2,2.5,61.1536941509732,16,3.82210588443582,0.237156342969212
"1725","Dirk Nowitzki","DAL",2002,4,28.4,13.1,2.3,57.3289462539634,15,3.82192975026423,0.237145414089356
"1726","LaPhonso Ellis","DEN",1994,6,14.8,8.1,2.2,57.320186014862,15,3.82134573432413,0.237109176714261
"1727","Shane Battier","MIA",2013,16,4.7,1.7,0.5,61.1269333942481,16,3.8204333371405,0.237052563740694
"1728","Antoine Carr","UTA",1997,13,4.9,2,0.5,57.2981698653558,15,3.81987799102372,0.237018105288176
"1729","Jerry Lucas*","CIN",1964,4,12.2,12.5,3.4,30.5274891786284,8,3.81593614732854,0.236773519380938
"1730","Mike Bibby","MIA",2011,14,3.7,1.8,1.2,61.041729200761,16,3.81510807504756,0.23672213865005
"1731","Patrick Ewing*","NYK",1990,4,29.4,10.5,3.1,57.2001974944391,15,3.81334649962927,0.236612835350587
"1732","Leandro Barbosa","GSW",2015,16,5,1.3,0.9,60.9933762378783,16,3.81208601486739,0.236534624027946
"1733","Detlef Schrempf","SEA",1997,6,16.9,5.8,3.4,57.151893433667,15,3.81012622891113,0.236413022040863
"1734","Corey Maggette","LAC",2006,7,15.3,7.3,1.4,60.9082355463523,16,3.80676472164702,0.236204445200314
"1735","Al Bianchi","SYR",1959,5,9.1,3.2,2.8,30.4469927063637,8,3.80587408829546,0.236149182642193
"1736","Hal Greer*","SYR",1961,4,14.4,4.1,2.4,30.4442927594054,8,3.80553659492567,0.236128241648988
"1737","Trenton Hassell","MIN",2004,10,7.7,2.4,1.5,60.8562897015884,16,3.80351810634928,0.236002997246144
"1738","Detlef Schrempf","DAL",1988,10,7.8,3.7,1.6,57.022384308223,15,3.80149228721487,0.235877297992392
"1739","Hot Rod Hundley","LAL",1961,6,6.7,3.4,3.8,30.4084705712369,8,3.80105882140462,0.23585040204302
"1740","Mehmet Okur","DET",2004,16,3.7,2.8,0.4,60.7987499205725,16,3.79992187003578,0.23577985579524
